#histogram type: discrete-time histogram
#waiting_time_per_customer
#(lowerBound+upperBound)/2 ; probability
0,5;0,07946127946127945
1,5;0,038608305274971944
2,5;0,03535353535353535
3,5;0,03355780022446689
4,5;0,03164983164983165
5,5;0,029405162738496072
6,5;0,025140291806958474
7,5;0,02547699214365881
8,5;0,020875420875420877
9,5;0,01762065095398429
10,5;0,01638608305274972
11,5;0,013019079685746353
12,5;0,012345679012345678
13,5;0,013131313131313131
14,5;0,018518518518518517
15,5;0,0186307519640853
16,5;0,014029180695847363
17,5;0,010998877665544332
18,5;0,010325476992143659
19,5;0,009652076318742986
20,5;0,013804713804713804
21,5;0,013468013468013467
22,5;0,01616161616161616
23,5;0,01919191919191919
24,5;0,020202020202020204
25,5;0,01840628507295174
26,5;0,017508417508417508
27,5;0,013804713804713804
28,5;0,01919191919191919
29,5;0,01739618406285073
30,5;0,01818181818181818
31,5;0,016498316498316498
32,5;0,012570145903479237
33,5;0,01324354657687991
34,5;0,012457912457912458
35,5;0,013131313131313131
36,5;0,010886644219977553
37,5;0,011896745230078564
38,5;0,00931537598204265
39,5;0,009764309764309764
40,5;0,006846240179573513
41,5;0,0047138047138047135
42,5;0,006060606060606061
43,5;0,007968574635241301
44,5;0,009876543209876543
45,5;0,008754208754208754
46,5;0,005499438832772166
47,5;0,006846240179573513
48,5;0,006509539842873177
49,5;0,006734006734006734
50,5;0,007519640852974186
51,5;0,007631874298540965
52,5;0,008754208754208754
53,5;0,008529741863075197
54,5;0,007519640852974186
55,5;0,00920314253647587
56,5;0,006621773288439955
57,5;0,007407407407407408
58,5;0,006958473625140292
59,5;0,0038159371492704824
60,5;0,004152637485970819
61,5;0,00202020202020202
62,5;0,0031425364758698093
63,5;0,004377104377104377
64,5;0,006172839506172839
65,5;0,003367003367003367
66,5;0,003591470258136925
67,5;0,002132435465768799
68,5;0,0026936026936026937
69,5;0,004152637485970819
70,5;0,0051627384960718295
71,5;0,0047138047138047135
72,5;0,00404040404040404
73,5;0,004601571268237935
74,5;0,004377104377104377
75,5;0,004152637485970819
76,5;0,00404040404040404
77,5;0,0029180695847362513
78,5;0,0016835016835016834
79,5;0,013468013468013467
