#histogram type: discrete-time histogram
#waiting_time_per_customer
#lowerBound ; upperBound ; relative frequency
0,0;1,0;0,07946127946127945
1,0;2,0;0,038608305274971944
2,0;3,0;0,03535353535353535
3,0;4,0;0,03355780022446689
4,0;5,0;0,03164983164983165
5,0;6,0;0,029405162738496072
6,0;7,0;0,025140291806958474
7,0;8,0;0,02547699214365881
8,0;9,0;0,020875420875420877
9,0;10,0;0,01762065095398429
10,0;11,0;0,01638608305274972
11,0;12,0;0,013019079685746353
12,0;13,0;0,012345679012345678
13,0;14,0;0,013131313131313131
14,0;15,0;0,018518518518518517
15,0;16,0;0,0186307519640853
16,0;17,0;0,014029180695847363
17,0;18,0;0,010998877665544332
18,0;19,0;0,010325476992143659
19,0;20,0;0,009652076318742986
20,0;21,0;0,013804713804713804
21,0;22,0;0,013468013468013467
22,0;23,0;0,01616161616161616
23,0;24,0;0,01919191919191919
24,0;25,0;0,020202020202020204
25,0;26,0;0,01840628507295174
26,0;27,0;0,017508417508417508
27,0;28,0;0,013804713804713804
28,0;29,0;0,01919191919191919
29,0;30,0;0,01739618406285073
30,0;31,0;0,01818181818181818
31,0;32,0;0,016498316498316498
32,0;33,0;0,012570145903479237
33,0;34,0;0,01324354657687991
34,0;35,0;0,012457912457912458
35,0;36,0;0,013131313131313131
36,0;37,0;0,010886644219977553
37,0;38,0;0,011896745230078564
38,0;39,0;0,00931537598204265
39,0;40,0;0,009764309764309764
40,0;41,0;0,006846240179573513
41,0;42,0;0,0047138047138047135
42,0;43,0;0,006060606060606061
43,0;44,0;0,007968574635241301
44,0;45,0;0,009876543209876543
45,0;46,0;0,008754208754208754
46,0;47,0;0,005499438832772166
47,0;48,0;0,006846240179573513
48,0;49,0;0,006509539842873177
49,0;50,0;0,006734006734006734
50,0;51,0;0,007519640852974186
51,0;52,0;0,007631874298540965
52,0;53,0;0,008754208754208754
53,0;54,0;0,008529741863075197
54,0;55,0;0,007519640852974186
55,0;56,0;0,00920314253647587
56,0;57,0;0,006621773288439955
57,0;58,0;0,007407407407407408
58,0;59,0;0,006958473625140292
59,0;60,0;0,0038159371492704824
60,0;61,0;0,004152637485970819
61,0;62,0;0,00202020202020202
62,0;63,0;0,0031425364758698093
63,0;64,0;0,004377104377104377
64,0;65,0;0,006172839506172839
65,0;66,0;0,003367003367003367
66,0;67,0;0,003591470258136925
67,0;68,0;0,002132435465768799
68,0;69,0;0,0026936026936026937
69,0;70,0;0,004152637485970819
70,0;71,0;0,0051627384960718295
71,0;72,0;0,0047138047138047135
72,0;73,0;0,00404040404040404
73,0;74,0;0,004601571268237935
74,0;75,0;0,004377104377104377
75,0;76,0;0,004152637485970819
76,0;77,0;0,00404040404040404
77,0;78,0;0,0029180695847362513
78,0;79,0;0,0016835016835016834
79,0;80,0;0,013468013468013467
